collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
thứ_tự tần_số,2498.0,3314.0,2477.0,3453.0,0.0,2935.5,2935.5,2935.5
đích điển_hình,2260.0,766.0,2248.0,1386.0,1335.0,1599.0,1355.9470535813653,1599.0
băng áp_lực,719.0,1962.0,479.0,1653.0,780.0,1118.6,948.569339672367,1118.6
giập nát,941.0,3285.0,737.0,2960.0,1295.0,1843.6,1563.367096924706,1843.6
mùi lạ,719.0,290.0,616.0,509.0,208.0,468.4,397.2017510303386,468.4
hoá dễ_dàng,1734.0,2089.0,1689.0,1673.0,1390.0,1715.0,1454.3146947417395,1715.0
động_kinh kiểu,941.0,411.0,880.0,593.0,321.0,629.2,533.5596536043746,629.2
trĩ nội,2609.0,1238.0,2606.0,1123.0,1748.0,1864.8,1581.344631343671,1864.8
võng nội,2822.0,1402.0,2822.0,1462.0,0.0,2127.0,2127.0,2127.0
u hồng,2518.0,308.0,2518.0,744.0,1175.0,1452.6,1231.8003064617203,1452.6
lý_tưởng ước_lượng,2883.0,3191.0,2870.0,3453.0,0.0,3099.25,3099.25,3099.25
kiểu găng_tay,1535.0,1856.0,1512.0,728.0,0.0,1407.75,1407.75,1407.75
ca na,3050.0,2603.0,3046.0,2905.0,0.0,2901.0,2901.0,2901.0
vệt màu,2570.0,1825.0,2558.0,2052.0,1782.0,2157.4,1829.4685262016494,2157.4
xét_nghiệm định_lượng,1734.0,1566.0,1692.0,1538.0,1270.0,1560.0,1322.875174225722,1560.0
lang tiên,2570.0,3268.0,2545.0,3312.0,0.0,2923.75,2923.75,2923.75
thương_tích mạch_máu,719.0,1557.0,686.0,162.0,0.0,781.0,781.0,781.0
cảm_giác tầng,2543.0,1118.0,2543.0,645.0,0.0,1712.25,1712.25,1712.25
giun mỏ,3300.0,1969.0,3300.0,2912.0,0.0,2870.25,2870.25,2870.25
cây bồ_công_anh,1658.0,1328.0,1636.0,721.0,1170.0,1302.6,1104.600770478478,1302.6
sản niêm_mạc,387.0,163.0,310.0,284.0,102.0,249.2,211.32082911349355,249.2
rau xanh,3297.0,830.0,3297.0,2452.0,2172.0,2409.6,2043.3333460348076,2409.6
sắc xám,387.0,1744.0,84.0,1667.0,609.0,898.2,761.6708214676562,898.2
dạ_dày_cơ bản,2064.0,3272.0,2010.0,3146.0,0.0,2623.0,2623.0,2623.0
trị_liệu chuyên_biệt,1734.0,946.0,1695.0,1479.0,1025.0,1375.8,1166.6741440383003,1375.8
chỉ_số ối,941.0,579.0,846.0,884.0,438.0,737.6,625.4825182749312,737.6
chuyên_khoa tiết_niệu,387.0,1335.0,127.0,1255.0,506.0,722.0,612.2537665326739,722.0
điều_kiện thường,2216.0,1124.0,2203.0,1401.0,1440.0,1676.8,1421.9212129113403,1676.8
kiểm_soát đường_huyết,1433.0,1860.0,1308.0,1984.0,1114.0,1539.8,1305.745636713312,1539.8
cường_độ tiếng,387.0,3245.0,38.0,2488.0,0.0,1539.5,1539.5,1539.5
cây dương,2570.0,380.0,2568.0,1264.0,1308.0,1618.0,1372.0589948059092,1618.0
cam bạc,1122.0,2659.0,977.0,2335.0,1151.0,1648.8,1398.1772995278016,1648.8
u giả,3080.0,120.0,3080.0,1207.0,1348.0,1767.0,1498.4105338825968,1767.0
vải mỏng,387.0,1338.0,225.0,551.0,532.0,606.6,514.3949235162328,606.6
khoa sản,2260.0,2191.0,2231.0,2438.0,1644.0,2152.8,1825.5677404314968,2152.8
hoạt_động khúc_xạ,1433.0,2243.0,1359.0,1130.0,0.0,1541.25,1541.25,1541.25
nghiên_cứu khoa_học,1734.0,655.0,1717.0,771.0,897.0,1154.8,979.2668276896563,1154.8
mùi trái_cây,2667.0,2404.0,2662.0,2333.0,0.0,2516.5,2516.5,2516.5
cổ_phần thiết_bị,1122.0,2151.0,1063.0,809.0,0.0,1286.25,1286.25,1286.25
tiêu_chuẩn vàng,2294.0,1192.0,2282.0,1668.0,1501.0,1787.4,1515.7096707763178,1787.4
rau non,387.0,74.0,351.0,131.0,47.0,198.0,167.90338749788012,198.0
nhũ nhi,3310.0,2545.0,3309.0,3275.0,2285.0,2944.8,2497.1812904230173,2944.8
nội mô,3171.0,833.0,3171.0,1349.0,0.0,2131.0,2131.0,2131.0
thính_giác tạm_thời,2724.0,1853.0,2717.0,2266.0,1881.0,2288.2,1940.3865215790365,2288.2
tính_tình hung_hăng,1658.0,3050.0,1551.0,2537.0,0.0,2199.0,2199.0,2199.0
na no,1122.0,3113.0,958.0,2790.0,1305.0,1857.6,1575.2390536164753,1857.6
năm thứ,1265.0,1280.0,1226.0,612.0,931.0,1062.8,901.2511122866009,1062.8
lý_do sức_khoẻ,1433.0,1412.0,1342.0,1396.0,1018.0,1320.2,1119.5255160338452,1320.2
nội_tâm mạc,3439.0,1081.0,3439.0,3098.0,0.0,2764.25,2764.25,2764.25
rễ dây_thần_kinh,2676.0,2100.0,2670.0,2612.0,1874.0,2386.4,2023.659817802733,2386.4
độ_ẩm dư_thừa,2414.0,3121.0,2397.0,3055.0,0.0,2746.75,2746.75,2746.75
mẫu ban_đầu,2260.0,1088.0,2243.0,1843.0,1446.0,1776.0,1506.0425060415914,1776.0
vỏ liễu,2216.0,802.0,2214.0,426.0,1366.0,1404.8,1191.266054328394,1404.8
sợi lông,2007.0,541.0,1989.0,1215.0,997.0,1349.8,1144.6262244678717,1349.8
sản sụn,1832.0,1546.0,1793.0,1449.0,1324.0,1588.8,1347.2974851345045,1588.8
sụn sườn,941.0,1660.0,785.0,1629.0,815.0,1166.0,988.7643930430718,1166.0
mô xung_quanh,3386.0,1365.0,3386.0,2945.0,2299.0,2676.2,2269.4093213223573,2676.2
kiểu múa,719.0,1856.0,654.0,325.0,0.0,888.5,888.5,888.5
chai màu,1433.0,420.0,1380.0,800.0,502.0,907.0,769.1331942453397,907.0
xơ chai,1433.0,1650.0,1314.0,1909.0,1058.0,1472.8,1248.9298439741303,1472.8
làm_thuốc chuẩn,3231.0,2336.0,3229.0,3026.0,0.0,2955.5,2955.5,2955.5
quanh rốn,2543.0,659.0,2538.0,1545.0,1491.0,1755.2,1488.4041703852483,1755.2
nam_giới khoẻ_mạnh,2633.0,1569.0,2627.0,1617.0,1810.0,2051.2,1739.4112547255133,2051.2
không_khí lạnh,2950.0,1752.0,2949.0,2439.0,2006.0,2419.2,2051.4741163377353,2419.2
kính sát,3370.0,2357.0,3370.0,3298.0,2307.0,2940.4,2493.450104034175,2940.4
vết chai,2178.0,671.0,2171.0,918.0,1227.0,1433.0,1215.1795670932436,1433.0
đồng danh,387.0,2302.0,209.0,629.0,0.0,881.75,881.75,881.75
bột sắn_dây,387.0,2613.0,149.0,1021.0,0.0,1042.5,1042.5,1042.5
bao_bì đóng_gói,719.0,3074.0,447.0,2140.0,0.0,1595.0,1595.0,1595.0
hệ_thống đệm,2633.0,1683.0,2621.0,2114.0,1791.0,2168.4,1838.796492173754,2168.4
tiểu_đường tiềm_ẩn,2260.0,2246.0,2239.0,2081.0,1672.0,2099.6,1780.454305002773,2099.6
chẩn_đoán đầy_đủ,1433.0,682.0,1414.0,279.0,733.0,908.2,770.1507905332057,908.2
viện khoa,1658.0,1345.0,1585.0,1621.0,1120.0,1465.8,1242.9938656282459,1465.8
hoạt_động tuyến_yên,2498.0,565.0,2490.0,1544.0,1409.0,1701.2,1442.612337431281,1701.2
tuyến tuỵ,3432.0,1094.0,3432.0,2973.0,2339.0,2654.0,2250.5837899968374,2654.0
u mạch_máu,2475.0,45.0,2474.0,443.0,113.0,1110.0,941.2765662759946,1110.0
kích_thích thân,1832.0,938.0,1790.0,1539.0,1065.0,1432.8,1215.0099677119324,1432.8
cấu_trúc hình,1265.0,188.0,1235.0,479.0,237.0,680.8,577.31629398261,680.8
đáy sọ,2439.0,432.0,2438.0,769.0,1259.0,1467.4,1244.350660678734,1467.4
giao_cảm gián_tiếp,1433.0,3350.0,1274.0,3161.0,0.0,2304.5,2304.5,2304.5
trà thảo_dược,2178.0,606.0,2160.0,1235.0,1177.0,1471.2,1247.5730489236425,1471.2
buồng_trứng đủ,2260.0,1461.0,2242.0,1927.0,1545.0,1887.0,1600.1701626691909,1887.0
đơn_vị si,2475.0,2532.0,2455.0,2284.0,0.0,2436.5,2436.5,2436.5
cục sùi,387.0,1337.0,128.0,1252.0,507.0,722.2,612.423365913985,722.2
thể_tích xấp_xỉ,1658.0,674.0,1613.0,1129.0,828.0,1180.4,1000.9755484974631,1180.4
hình_ảnh chi_tiết,1265.0,1092.0,1181.0,1484.0,821.0,1168.6,990.9691850001146,1168.6
tháp trầm_trọng,2064.0,1701.0,2032.0,1988.0,1474.0,1851.8,1570.3206715584565,1851.8
tinh_trùng thụ_tinh,387.0,3112.0,54.0,2125.0,0.0,1419.5,1419.5,1419.5
vẹo cổ,3244.0,1603.0,3244.0,2551.0,0.0,2660.5,2660.5,2660.5
bột tương_đương,1122.0,187.0,1092.0,363.0,201.0,593.0,502.86216558708537,593.0
hoạt_chất cuối_cùng,387.0,1390.0,154.0,944.0,534.0,681.8,578.1642908891649,681.8
bệnh_lý tuỷ_sống,719.0,179.0,656.0,313.0,138.0,401.0,340.046759528535,401.0
quang tim_mạch,2765.0,913.0,2762.0,1947.0,1736.0,2024.6,1716.854537011152,2024.6
chấn_thương chỉnh_hình,2754.0,1527.0,2745.0,2257.0,1852.0,2227.0,1888.4891108978738,2227.0
u sợi,2064.0,337.0,2062.0,394.0,813.0,1134.0,961.6284920333134,1134.0
trứng giun,1265.0,2668.0,1167.0,1932.0,1268.0,1660.0,1407.6748648812172,1660.0
áp_lực keo,2064.0,641.0,2061.0,456.0,1145.0,1273.4,1079.8392608070735,1273.4
nước_hoa quả,3081.0,2617.0,3081.0,2942.0,0.0,2930.25,2930.25,2930.25
phần_mềm quanh,941.0,2584.0,810.0,1283.0,0.0,1404.5,1404.5,1404.5
nội mạc,3447.0,555.0,3447.0,2922.0,2349.0,2544.0,2157.304130275793,2544.0
ha tư_thế,1265.0,2725.0,1148.0,2356.0,1263.0,1751.4,1485.1817821403397,1751.4
tây huy,941.0,3350.0,736.0,3013.0,0.0,2010.0,2010.0,2010.0
chấn_thương vật_lý,719.0,2370.0,564.0,882.0,0.0,1133.75,1133.75,1133.75
vị chua,2351.0,564.0,2345.0,1125.0,1301.0,1537.2,1303.5408447562693,1537.2
sắc_tố võng_mạc,1265.0,1480.0,1186.0,1404.0,971.0,1261.2,1069.4936985471031,1261.2
loạn_thần thực_thể,941.0,880.0,829.0,1114.0,573.0,867.4,735.5525167457637,867.4
lưỡi lệch,941.0,1930.0,786.0,1615.0,895.0,1233.4,1045.9193845448756,1233.4
trứng giun_đũa,387.0,2852.0,98.0,1512.0,0.0,1212.25,1212.25,1212.25
cảm_giác yếu_ớt,2178.0,1118.0,2176.0,342.0,0.0,1453.5,1453.5,1453.5
khối mỡ,387.0,448.0,212.0,612.0,240.0,379.8,322.06922510957,379.8
điều_kiện dễ_dàng,1535.0,1469.0,1503.0,893.0,1134.0,1306.8,1108.1623574860087,1306.8
bộ_phận xung_quanh,387.0,190.0,305.0,289.0,116.0,257.4,218.27440374724412,257.4
kháng chéo,3414.0,1908.0,3414.0,3296.0,2338.0,2874.0,2437.1431094389263,2874.0
sườn thứ,1952.0,1129.0,1941.0,1052.0,1281.0,1471.0,1247.4034495423316,1471.0
mụn lẹo,719.0,1699.0,669.0,231.0,0.0,829.5,829.5,829.5
chuột_rút cơ_bắp,3149.0,2633.0,3143.0,3103.0,2188.0,2843.2,2411.024804717034,2843.2
chiên rán,1433.0,3422.0,1269.0,3453.0,0.0,2394.25,2394.25,2394.25
thùng rác,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
đường_huyết đột_ngột,2869.0,1745.0,2867.0,2485.0,1958.0,2384.8,2022.3030227522452,2384.8
dung_môi hữu_cơ,1891.0,3389.0,1835.0,3453.0,0.0,2642.0,2642.0,2642.0
cổ_tay đau_đớn,387.0,3125.0,52.0,2155.0,0.0,1429.75,1429.75,1429.75
kích_thước u_xơ,719.0,2915.0,471.0,1799.0,0.0,1476.0,1476.0,1476.0
buồng_trứng thực_thể,387.0,800.0,173.0,872.0,370.0,520.4,441.297590171196,520.4
kích_ứng niêm_mạc,1122.0,2428.0,1028.0,1212.0,0.0,1447.5,1447.5,1447.5
tai_biến thuyên,2724.0,1922.0,2720.0,2032.0,1903.0,2260.2,1916.642608195498,2260.2
phú xuân,941.0,3305.0,743.0,2858.0,0.0,1961.75,1961.75,1961.75
sản buồng_trứng,2294.0,786.0,2284.0,1592.0,1368.0,1664.8,1411.7452500326808,1664.8
cử_động vụng_về,387.0,3077.0,40.0,2451.0,954.0,1381.8,1171.76212547763,1381.8
sung_huyết mạn_tính,3086.0,1376.0,3086.0,2224.0,2062.0,2366.8,2007.039078434256,2366.8
cảm_giác tức,1265.0,1118.0,1263.0,77.0,0.0,930.75,930.75,930.75
tổn_thương mạch_máu,2216.0,129.0,2213.0,609.0,436.0,1120.6,950.265333485477,1120.6
bột nghệ,719.0,1453.0,523.0,1100.0,667.0,892.4,756.7524394096374,892.4
y_tế thế_giới,3201.0,1276.0,3201.0,2245.0,2147.0,2414.0,2047.0645324236496,2414.0
khoang màng,3040.0,1513.0,3034.0,2474.0,2029.0,2418.0,2050.456520049869,2418.0
động_kinh tâm_thần,2007.0,591.0,1988.0,1251.0,1027.0,1372.8,1164.1301533186354,1372.8
dịch_vụ y_tế,1433.0,197.0,1431.0,31.0,287.0,675.8,573.0763094498352,675.8
bờ sắc,387.0,2012.0,102.0,1486.0,676.0,932.6,790.8419150531464,932.6
hiện_tượng buồn_ngủ,2064.0,1703.0,2033.0,1937.0,1476.0,1842.6,1562.519100018151,1842.6
bạch thược,3282.0,2126.0,3282.0,3009.0,2259.0,2791.6,2367.2681643387987,2791.6
rễ cây,2859.0,1690.0,2857.0,2434.0,1938.0,2355.6,1997.5415130808403,2355.6
ma_tuý điên,719.0,3339.0,416.0,2928.0,0.0,1850.5,1850.5,1850.5
màu vĩnh_viễn,2475.0,185.0,2475.0,366.0,842.0,1268.6,1075.7688756556097,1268.6
bộ thất,2178.0,551.0,2156.0,1328.0,1105.0,1463.6,1241.1282724338248,1463.6
áp_lực tiểu_tuần_hoàn,3233.0,1283.0,3233.0,2173.0,0.0,2480.5,2480.5,2480.5
quang mạch_máu,387.0,71.0,367.0,71.0,43.0,187.8,159.25381905101963,187.8
tổn_thương dây_chằng,1734.0,1332.0,1708.0,1077.0,1210.0,1412.2,1197.5412314369005,1412.2
trung_ương thái_nguyên,387.0,2050.0,271.0,386.0,0.0,773.5,773.5,773.5
số_lượng sỏi,941.0,277.0,910.0,266.0,241.0,527.0,446.8943697544587,527.0
cắt_lớp vi_tính,3448.0,1330.0,3448.0,3359.0,2359.0,2788.8,2364.893773000445,2788.8
kích_thước tinh_hoàn,719.0,998.0,512.0,1225.0,510.0,792.8,672.2919475167644,792.8
hình trái,941.0,51.0,923.0,125.0,40.0,416.0,352.76671312685926,416.0
tổn_thương bọng,1265.0,2043.0,1210.0,793.0,0.0,1327.75,1327.75,1327.75
đợt trước_đây,2393.0,2719.0,2357.0,2793.0,1792.0,2410.8,2044.3509423226737,2410.8
thanh_quản cúm,1891.0,3075.0,1841.0,2906.0,1624.0,2267.4,1922.748185922694,2267.4
thường_phục hồi,2736.0,2890.0,2725.0,2918.0,0.0,2817.25,2817.25,2817.25
xét_nghiệm chuyên_biệt,1265.0,409.0,1211.0,783.0,448.0,823.2,698.071053476035,823.2
bản_thân đứa,2178.0,3361.0,2124.0,3453.0,0.0,2779.0,2779.0,2779.0
cảm_giác điếc,1265.0,1118.0,1263.0,77.0,0.0,930.75,930.75,930.75
trứng u_uất,2927.0,2852.0,2922.0,3038.0,0.0,2934.75,2934.75,2934.75
đốt_sống lưng,1832.0,1318.0,1783.0,1623.0,1240.0,1559.2,1322.1967767004783,1559.2
phẫu_thuật chỉnh_hình,3137.0,2345.0,3135.0,2957.0,2155.0,2745.8,2328.429906018582,2745.8
tá_dược đệm,2570.0,3090.0,2548.0,3092.0,0.0,2825.0,2825.0,2825.0
túi nhựa,3116.0,1530.0,3115.0,2569.0,2089.0,2483.8,2106.254716501185,2483.8
tâm mạc,3121.0,422.0,3120.0,1485.0,1866.0,2002.8,1698.368204448254,2002.8
mô ngoại_vi,3099.0,597.0,3099.0,1941.0,1912.0,2129.6,1805.8942121994216,2129.6
mạn nguyên_phát,387.0,652.0,177.0,842.0,308.0,473.2,401.27213618180235,473.2
bàng_quang mặc_dầu,1433.0,3205.0,1284.0,2784.0,0.0,2176.5,2176.5,2176.5
lưỡi dao_nhíp,387.0,2815.0,111.0,1428.0,0.0,1185.25,1185.25,1185.25
trụ hạt,387.0,1342.0,256.0,449.0,537.0,594.2,503.8797618749514,594.2
thể ấu_trùng,3086.0,1738.0,3084.0,2629.0,2078.0,2523.0,2139.496195238139,2523.0
ngành y_tế,719.0,844.0,719.0,8.0,0.0,572.5,572.5,572.5
dây thanh_quản,941.0,401.0,864.0,694.0,316.0,643.2,545.431610296144,643.2
viễn cực,1832.0,2030.0,1797.0,1158.0,0.0,1704.25,1704.25,1704.25
số_lượng huyết_cầu,2475.0,400.0,2467.0,1168.0,1243.0,1550.6,1314.9040033041056,1550.6
chiết nhân_sâm,719.0,3302.0,417.0,2784.0,0.0,1805.5,1805.5,1805.5
nước_cất vô,2724.0,3174.0,2710.0,3268.0,0.0,2969.0,2969.0,2969.0
mùi gừng,2439.0,2207.0,2429.0,2129.0,1776.0,2196.0,1862.2012067946703,2196.0
màng vi,2692.0,560.0,2689.0,1047.0,1574.0,1712.4,1452.1099027846965,1712.4
xét_nghiệm dương_tính,387.0,202.0,286.0,339.0,127.0,268.2,227.4327703380376,268.2
một_nửa tổng,2957.0,3160.0,2951.0,3453.0,0.0,3130.25,3130.25,3130.25
ngón tay,3436.0,1207.0,3436.0,3088.0,2347.0,2702.8,2291.9660390367194,2702.8
môi lưỡi,941.0,1321.0,795.0,1522.0,726.0,1061.0,899.7247178548021,1061.0
bướu_cổ đơn_thuần,1832.0,3055.0,1748.0,2643.0,0.0,2319.5,2319.5,2319.5
biện_pháp cơ_học,2294.0,917.0,2280.0,1718.0,1418.0,1725.4,1463.133862569911,1725.4
tổn_thương tuỷ_sống,1658.0,344.0,1633.0,754.0,542.0,986.2,836.2945492444918,986.2
ruồi cát,719.0,3445.0,398.0,3453.0,0.0,2003.75,2003.75,2003.75
hạt đậu,2064.0,1956.0,2047.0,1239.0,0.0,1826.5,1826.5,1826.5
khu_vực nông_thôn,387.0,2997.0,68.0,1839.0,0.0,1322.75,1322.75,1322.75
dậy_thì sớm,1535.0,1835.0,1513.0,696.0,0.0,1394.75,1394.75,1394.75
dây vi,941.0,708.0,838.0,1014.0,492.0,798.6,677.2103295747831,798.6
màu vàng,3366.0,656.0,3366.0,2220.0,2231.0,2367.8,2007.887075340811,2367.8
yếu_tố tiên_lượng,1891.0,2172.0,1865.0,1372.0,0.0,1825.0,1825.0,1825.0
thất nguy_kịch,719.0,2018.0,623.0,487.0,0.0,961.75,961.75,961.75
điện_tim đồ,719.0,2798.0,491.0,1572.0,0.0,1395.0,1395.0,1395.0
nghiên_cứu lân,1832.0,1849.0,1815.0,903.0,0.0,1599.75,1599.75,1599.75
ly nước_lớn,1265.0,3004.0,1154.0,2247.0,0.0,1917.5,1917.5,1917.5
em bé,3322.0,2566.0,3322.0,3306.0,0.0,3129.0,3129.0,3129.0
cơ_quan tận_cùng,2894.0,2355.0,2891.0,2571.0,0.0,2677.75,2677.75,2677.75
phương_pháp cơ_học,3156.0,2268.0,3156.0,2983.0,2163.0,2745.2,2327.921107874649,2745.2
phù_nề giác_mạc,2178.0,2616.0,2138.0,2325.0,1680.0,2187.4,1854.9084333982978,2187.4
dương hiếu_khí,3116.0,1810.0,3116.0,2526.0,2118.0,2537.2,2151.5377513112194,2537.2
phản_xạ đồng_tử,1433.0,2065.0,1309.0,1956.0,1190.0,1590.6,1348.8238795663035,1590.6
dốc ngược,1265.0,2788.0,1171.0,1869.0,0.0,1773.25,1773.25,1773.25
giường móng,719.0,1702.0,502.0,1390.0,718.0,1006.2,853.2544873755908,1006.2
sản_phẩm khử,719.0,295.0,620.0,498.0,212.0,468.8,397.5409497929606,468.8
trái nho,1658.0,3089.0,1545.0,2787.0,1543.0,2124.4,1801.484628285336,2124.4
cá béo,387.0,2788.0,113.0,1396.0,0.0,1171.0,1171.0,1171.0
khí_hư sinh_lý,387.0,1309.0,206.0,637.0,509.0,609.6,516.9389142358976,609.6
ban_đầu giới_hạn,941.0,3316.0,734.0,3013.0,1323.0,1865.4,1581.853429487604,1865.4
màng giả,3445.0,1230.0,3445.0,3264.0,2356.0,2748.0,2330.295499213003,2748.0
thay_đổi thị_giác,2570.0,470.0,2565.0,1375.0,1399.0,1675.8,1421.0732160047853,1675.8
bệnh_lý mê_đạo,2007.0,2050.0,1985.0,1348.0,0.0,1847.5,1847.5,1847.5
hình yên,941.0,1285.0,867.0,676.0,731.0,900.0,763.197215899455,900.0
thủ_tục nha_khoa,2754.0,2860.0,2741.0,3007.0,2003.0,2673.0,2266.6957312213817,2673.0
hạch to,3238.0,731.0,3237.0,2304.0,2110.0,2324.0,1970.744810833704,2324.0
cúm lợn,2007.0,1823.0,1975.0,1677.0,1478.0,1792.0,1519.6104565464705,1792.0
khoa tim_mạch,387.0,394.0,277.0,362.0,216.0,327.2,277.46458782477964,327.2
kịch_phát tạm_thời,1658.0,2340.0,1593.0,1411.0,0.0,1750.5,1750.5,1750.5
nghiên_cứu tiền,2894.0,769.0,2894.0,1888.0,1802.0,2049.4,1737.8848602937148,2049.4
tăm bông,1433.0,3222.0,1283.0,2804.0,0.0,2185.5,2185.5,2185.5
ngăn_ngừa cục,2475.0,2754.0,2448.0,2836.0,1847.0,2472.0,2096.2483530038367,2472.0
cụm nhọt,2294.0,3181.0,2264.0,3099.0,0.0,2709.5,2709.5,2709.5
ức_chế trục,3075.0,2759.0,3069.0,3084.0,0.0,2996.75,2996.75,2996.75
chuột_rút nhiệt,719.0,56.0,718.0,9.0,41.0,308.6,261.69184536285763,308.6
hoạt_động nguy_hiểm,2007.0,453.0,1990.0,1124.0,910.0,1296.8,1099.6823884204591,1296.8
giá_trị dinh_dưỡng,3058.0,2661.0,3054.0,3028.0,2132.0,2786.6,2363.0281798060237,2786.6
thị_lực đột_ngột,3090.0,1826.0,3088.0,2713.0,2087.0,2560.8,2171.5504783059164,2560.8
bệnh_bạch_cầu ác_tính,1658.0,367.0,1631.0,763.0,577.0,999.2,847.3185090297062,999.2
biện_pháp vô_cảm,1832.0,2209.0,1784.0,1618.0,1459.0,1780.4,1509.7736924304331,1780.4
cây cau,387.0,1807.0,325.0,214.0,0.0,683.25,683.25,683.25
căn_nguyên chính_xác,3028.0,2798.0,3021.0,3085.0,0.0,2983.0,2983.0,2983.0
bản bông,2260.0,3145.0,2221.0,3080.0,1822.0,2505.6,2124.7410490640827,2505.6
xung_quanh mạch_máu,941.0,298.0,916.0,196.0,257.0,521.6,442.315186459062,521.6
sát_trùng vết_thương,387.0,3146.0,30.0,2694.0,976.0,1446.6,1226.7123250223908,1446.6
thuỷ_đậu lành,387.0,2916.0,47.0,2202.0,898.0,1290.0,1093.9160094558856,1290.0
ợ nóng,3451.0,904.0,3451.0,3281.0,2361.0,2689.6,2280.772479870194,2689.6
năng_lượng sóng,1265.0,3308.0,1127.0,2978.0,0.0,2169.5,2169.5,2169.5
hợp_chất kẽm,1832.0,3083.0,1746.0,2699.0,0.0,2340.0,2340.0,2340.0
chiết nghệ,1265.0,2986.0,1138.0,2706.0,1340.0,1887.0,1600.1701626691909,1887.0
thoái_hoá mạch_máu,719.0,512.0,689.0,153.0,338.0,482.2,408.90410834079694,482.2
đồ thường_xuyên,3276.0,1336.0,3276.0,2654.0,2220.0,2552.4,2164.427304290855,2552.4
yếu_tố dinh_dưỡng,2064.0,668.0,2044.0,1294.0,1115.0,1437.0,1218.5715547194632,1437.0
thừng gân,941.0,2173.0,781.0,1736.0,950.0,1316.2,1116.1335284076254,1316.2
lịch_sử gia_đình,2633.0,1500.0,2619.0,2205.0,1766.0,2144.6,1818.614165797746,2144.6
ha đích,1122.0,2102.0,987.0,2063.0,1020.0,1458.8,1237.0578872823612,1458.8
đặc_tính nam_giới,719.0,3195.0,420.0,2734.0,1142.0,1642.0,1392.410920563228,1642.0
phía bắc,3381.0,1751.0,3381.0,3109.0,2305.0,2785.4,2362.010583518158,2785.4
thương_tổn niêm_mạc,2894.0,2274.0,2889.0,2622.0,2034.0,2542.6,2156.116934606616,2542.6
bàn_chân lạnh,719.0,799.0,592.0,647.0,459.0,643.2,545.431610296144,643.2
bào_thai chuột_nhắt,2121.0,3189.0,2069.0,3015.0,0.0,2598.5,2598.5,2598.5
vết loét,2587.0,231.0,2585.0,1050.0,1053.0,1501.2,1273.0129561202912,1501.2
lớp cấu_trúc,2216.0,1787.0,2209.0,1181.0,0.0,1848.25,1848.25,1848.25
bụi bẩn,2439.0,2791.0,2421.0,2849.0,1835.0,2467.0,2092.0083684710617,2467.0
dây rau,1122.0,690.0,1039.0,1067.0,571.0,897.8,761.3316227050342,897.8
nhu_cầu tình_dục,1122.0,60.0,1109.0,195.0,55.0,508.2,430.9520279112256,508.2
nôn trớ,941.0,3164.0,756.0,2476.0,0.0,1834.25,1834.25,1834.25
năng cận,3206.0,521.0,3206.0,2100.0,2027.0,2212.0,1875.7691572995495,2212.0
thuật_ngữ chung,1122.0,1836.0,1047.0,976.0,990.0,1194.2,1012.6779058079214,1194.2
tục đoạn,1952.0,3202.0,1896.0,2972.0,0.0,2505.5,2505.5,2505.5
xe vú,2216.0,315.0,2212.0,1003.0,870.0,1323.2,1122.06950675351,1323.2
không_khí thông_suốt,387.0,2946.0,77.0,1755.0,0.0,1291.25,1291.25,1291.25
thông_tin cơ_bản,387.0,268.0,264.0,407.0,157.0,296.6,251.51588248419822,296.6
tốc_độ đều_đều,3005.0,2936.0,3000.0,3195.0,0.0,3034.0,3034.0,3034.0
trung_tính cơ_bản,3200.0,2304.0,3200.0,3038.0,2206.0,2789.6,2365.5721705256888,2789.6
xoang cảnh,1265.0,2099.0,1203.0,864.0,0.0,1357.75,1357.75,1357.75
thủ_thuật tái_tạo,3121.0,2673.0,3117.0,3054.0,0.0,2991.25,2991.25,2991.25
u mỡ,1658.0,150.0,1652.0,199.0,260.0,783.8,664.6599753577698,783.8
u tuyến_tiền_liệt,2950.0,370.0,2950.0,1327.0,1656.0,1850.6,1569.3030752705906,1850.6
hợp_chất tương_tự,1658.0,898.0,1619.0,1076.0,961.0,1242.4,1053.5513567038702,1242.4
hồi hải_mã,2064.0,2896.0,2020.0,2477.0,0.0,2364.25,2364.25,2364.25
bệnh_lý nguyên,719.0,65.0,688.0,151.0,48.0,334.2,283.4005661706643,334.2
bước chuẩn_độ,2064.0,2844.0,2019.0,2539.0,1676.0,2228.4,1889.676306567051,2228.4
bộ dụng_cụ,1122.0,2277.0,1048.0,971.0,0.0,1354.5,1354.5,1354.5
đờm trắng,2121.0,271.0,2113.0,905.0,724.0,1226.8,1040.3226049616128,1226.8
gạc lạnh,1122.0,611.0,1066.0,786.0,526.0,822.2,697.22305656948,822.2
lới máy_tính,2260.0,3350.0,2219.0,3453.0,0.0,2820.5,2820.5,2820.5
nhày cổ,2831.0,299.0,2830.0,1374.0,1475.0,1761.8,1494.0009499685111,1761.8
u dây_thần_kinh,1658.0,204.0,1651.0,210.0,373.0,819.2,694.6790658498152,819.2
khung chậu,3295.0,2447.0,3293.0,3229.0,2270.0,2906.8,2464.957407973929,2906.8
