collocation,mle_rank,pmi_rank,tscore_rank,dice_rank,ll_rank,rank_av,rank_nor,rank_opt
chậu mạn_tính,2322.0,535.0,2318.0,1153.0,1249.0,1515.4,1285.0545121933715,1515.4
mối nguy,941.0,1995.0,819.0,1196.0,930.0,1176.2,997.4139614899324,1176.2
kim vuông_góc,2351.0,3001.0,2325.0,2835.0,0.0,2628.0,2628.0,2628.0
nội_soi ruột_non,1952.0,1570.0,1911.0,1983.0,1391.0,1761.4,1493.6617512058892,1761.4
bệnh_bạch_cầu hiện,1433.0,1098.0,1337.0,1461.0,916.0,1249.0,1059.1481362871327,1249.0
chỉ_số hồng_cầu,941.0,421.0,875.0,621.0,329.0,637.4,540.5132282381252,637.4
phác_đồ đơn_trị,2987.0,2526.0,2981.0,2801.0,0.0,2823.75,2823.75,2823.75
tác_động tích_cực,719.0,712.0,549.0,970.0,423.0,674.6,572.0587131619693,674.6
dầu cây,1122.0,353.0,1072.0,685.0,341.0,714.6,605.9785894241674,714.6
chốc loét,2064.0,1210.0,2043.0,1314.0,1381.0,1602.4,1358.830243063652,1602.4
ha rõ,719.0,1881.0,469.0,1833.0,757.0,1131.8,959.7628988388925,1131.8
vi_sinh_vật lạ,2322.0,2352.0,2303.0,2191.0,1734.0,2180.4,1848.9724550524131,2180.4
phúc_mạc liên_tục,3399.0,2021.0,3399.0,3290.0,2326.0,2887.0,2448.167069224141,2887.0
sốc nguy_hiểm,3067.0,1498.0,3064.0,2562.0,2052.0,2448.6,2076.4052253904506,2448.6
phản_xạ sâu,1122.0,960.0,1022.0,1318.0,689.0,1022.2,866.82243788047,1022.2
vị đắng,3176.0,1202.0,3175.0,2348.0,2114.0,2403.0,2037.736566451545,2403.0
trọng_lượng ban_đầu,2778.0,1597.0,2773.0,2381.0,1877.0,2281.2,1934.450543233152,2281.2
kỳ hiện,3050.0,2775.0,3045.0,3128.0,2135.0,2826.6,2396.948056068222,2826.6
thuỳ trán,3323.0,2079.0,3323.0,3117.0,2281.0,2824.6,2395.252062255112,2824.6
y_học cổ_truyền,2724.0,2506.0,2715.0,2521.0,0.0,2616.5,2616.5,2616.5
xét_nghiệm đơn_giản,719.0,1595.0,562.0,899.0,707.0,896.4,760.1444270358572,896.4
máy_móc nguy_hiểm,2894.0,2263.0,2890.0,2613.0,2031.0,2538.2,2152.385748217774,2538.2
thính_lực tạm_thời,2570.0,1896.0,2557.0,2127.0,1790.0,2188.0,1855.4172315422309,2188.0
hành tím,1122.0,1452.0,1057.0,854.0,885.0,1074.0,910.7486776400164,1074.0
năng tình_dục,719.0,33.0,697.0,94.0,23.0,313.2,265.59263113301034,313.2
bằng_chứng tiền,1433.0,679.0,1357.0,1133.0,701.0,1060.6,899.38551909218,1060.6
trái_cây tươi,1122.0,2908.0,974.0,2406.0,1238.0,1729.6,1466.6954495774417,1729.6
vị tán,2633.0,1724.0,2629.0,1566.0,0.0,2138.0,2138.0,2138.0
cảm_giác uể_oải,2414.0,1118.0,2414.0,531.0,0.0,1619.25,1619.25,1619.25
tác_động kích_thích,1658.0,831.0,1594.0,1390.0,929.0,1280.4,1085.7752391529582,1280.4
thuỳ trái,1122.0,73.0,1110.0,190.0,66.0,512.2,434.34401553744544,512.2
diệt_trùng roi,2754.0,3252.0,2738.0,3453.0,0.0,3049.25,3049.25,3049.25
vi nhũ_tương,2724.0,2094.0,2718.0,2095.0,0.0,2407.75,2407.75,2407.75
điều_hoà thân_nhiệt,2121.0,2316.0,2078.0,2436.0,1600.0,2110.2,1789.4430722122554,2110.2
lớp biểu_bì,1952.0,443.0,1945.0,813.0,846.0,1199.8,1017.426688484629,1199.8
kích_thước đồng_tử,2007.0,2479.0,1967.0,2378.0,1583.0,2082.8,1766.2079569726502,2082.8
tư_thế thẳng,1891.0,2299.0,1850.0,2108.0,1486.0,1926.8,1633.9204395500778,1926.8
cảm_giác buốt,1891.0,721.0,1889.0,219.0,1066.0,1157.2,981.3020202653883,1157.2
trạng_thái ổn_định,3434.0,987.0,3434.0,3017.0,2333.0,2641.0,2239.559830211623,2641.0
trợ_giúp y_tế,2178.0,844.0,2178.0,132.0,0.0,1333.0,1333.0,1333.0
khí màng,3318.0,1120.0,3318.0,2670.0,2234.0,2532.0,2147.1281673971334,2532.0
tâm thu_không,2883.0,2375.0,2877.0,2583.0,0.0,2679.5,2679.5,2679.5
cấu_trúc hình_bầu_dục,719.0,2055.0,612.0,518.0,0.0,976.0,976.0,976.0
tâm_thần lưỡng_cực,1658.0,2673.0,1569.0,1848.0,0.0,1937.0,1937.0,1937.0
mái trung,387.0,3156.0,46.0,2237.0,0.0,1456.5,1456.5,1456.5
thương_tổn lạnh_giá,1433.0,3116.0,1289.0,2589.0,0.0,2106.75,2106.75,2106.75
biểu hiệu,387.0,3417.0,12.0,3161.0,0.0,1744.25,1744.25,1744.25
thủ_thuật nội_soi,1535.0,885.0,1485.0,1380.0,877.0,1232.4,1045.0713876383206,1232.4
môn vị,3425.0,1633.0,3425.0,3236.0,2340.0,2811.8,2384.3977018512087,2811.8
tiên_lượng xấu,2667.0,2927.0,2654.0,3003.0,1966.0,2643.4,2241.595022787355,2643.4
tay dùi,1433.0,2836.0,1307.0,2004.0,0.0,1895.0,1895.0,1895.0
co_bóp tuyến_tiền_liệt,2393.0,2024.0,2370.0,2030.0,1726.0,2108.6,1788.0862771617676,2108.6
màu đồng,1433.0,11.0,1429.0,41.0,9.0,584.6,495.73899157202385,584.6
phương_diện sinh_học,2917.0,1343.0,2917.0,1630.0,1972.0,2155.8,1828.1117311511616,2155.8
đối_chứng giả,719.0,1398.0,700.0,88.0,0.0,726.25,726.25,726.25
xoang dọc,387.0,1628.0,261.0,429.0,619.0,664.8,563.7483434777308,664.8
đốm tím,1832.0,649.0,1799.0,1143.0,938.0,1272.2,1078.8216645192076,1272.2
dây_thần_kinh thị,1891.0,227.0,1884.0,513.0,497.0,1002.4,850.0320991306819,1002.4
u niệu_quản,1122.0,200.0,1117.0,86.0,222.0,549.4,465.8895004612896,549.4
màng_ối sớm,2475.0,1835.0,2464.0,1517.0,0.0,2072.75,2072.75,2072.75
thủ_thuật nha_khoa,2791.0,2086.0,2785.0,2602.0,1935.0,2439.8,2068.942852612767,2439.8
tróc vẩy,2294.0,3268.0,2263.0,3223.0,0.0,2762.0,2762.0,2762.0
tuyến chuyên_khoa,941.0,32.0,934.0,40.0,24.0,394.2,334.28038056396133,394.2
sinh_thiết khối_u,2351.0,2211.0,2330.0,2506.0,1713.0,2222.2,1884.41872574641,2222.2
kết_quả cuối_cùng,2007.0,264.0,2002.0,643.0,641.0,1111.4,942.4637619451715,1111.4
lớp sâu,2178.0,510.0,2167.0,1009.0,1086.0,1390.0,1178.7157001113806,1390.0
men tuỵ,1265.0,366.0,1232.0,524.0,418.0,761.0,645.325645888317,761.0
an_thần sâu_sắc,3067.0,2976.0,3059.0,3259.0,0.0,3090.25,3090.25,3090.25
ấu_trùng giun,387.0,1885.0,159.0,933.0,658.0,804.4,682.1287116328018,804.4
hàm_số mũ,3247.0,2841.0,3245.0,3354.0,0.0,3171.75,3171.75,3171.75
võng_mạc trung_tâm,2609.0,1939.0,2594.0,2470.0,1812.0,2284.8,1937.50333209675,2284.8
pha muộn,1122.0,793.0,1043.0,1029.0,621.0,921.6,781.513949081042,921.6
hệ_thống tim_mạch,2587.0,550.0,2583.0,1575.0,1461.0,1751.2,1485.0121827590285,1751.2
hoá_chất độc_hại,1832.0,2893.0,1745.0,2712.0,1564.0,2149.2,1822.5149515678986,2149.2
loài cây,1265.0,379.0,1215.0,762.0,427.0,809.6,686.5382955468876,809.6
ngọc trúc,387.0,3356.0,21.0,2892.0,0.0,1664.0,1664.0,1664.0
cây tươi,1535.0,707.0,1521.0,616.0,803.0,1036.4,878.8639939535503,1036.4
mẫu sinh_thiết,2216.0,2423.0,2190.0,2319.0,1671.0,2163.8,1834.895706403601,2163.8
thủ_thuật ngoại_khoa,3075.0,2253.0,3071.0,2874.0,2111.0,2676.8,2269.9181194662906,2676.8
tiểu khung,1535.0,2163.0,1498.0,1091.0,0.0,1571.75,1571.75,1571.75
yếu_tố ngoại_lai,1433.0,2172.0,1363.0,1022.0,0.0,1497.5,1497.5,1497.5
tạp_chí y_học,1265.0,2730.0,1174.0,1762.0,0.0,1732.75,1732.75,1732.75
vết rạch,1122.0,1647.0,1096.0,326.0,0.0,1047.75,1047.75,1047.75
nghiên_cứu thoả_đáng,3223.0,1849.0,3223.0,2700.0,0.0,2748.75,2748.75,2748.75
chế_phẩm kem,2216.0,1565.0,2199.0,1638.0,1558.0,1835.2,1556.2439229096444,1835.2
khối phình,1832.0,1879.0,1772.0,1819.0,1382.0,1736.8,1472.8010273046373,1736.8
vai cẳng_tay,1658.0,3069.0,1549.0,2575.0,0.0,2212.75,2212.75,2212.75
xét_nghiệm số_lượng,1952.0,1492.0,1917.0,1689.0,1383.0,1686.6,1430.2315825955786,1686.6
ổ hoại_tử,1122.0,267.0,1086.0,469.0,266.0,642.0,544.414014008278,642.0
động_kinh phức_tạp,941.0,648.0,861.0,702.0,472.0,724.8,614.6281578710277,724.8
trung_tâm tim_mạch,387.0,456.0,273.0,379.0,243.0,347.6,294.76372471850067,347.6
biện_pháp khẩn_cấp,2831.0,906.0,2827.0,2028.0,1785.0,2075.4,1759.9327798641434,2075.4
sẹo phì,1535.0,1224.0,1488.0,1317.0,1021.0,1317.0,1116.8119259328691,1317.0
sán kim,1433.0,804.0,1358.0,1133.0,781.0,1101.8,934.322991642244,1101.8
thứ nhất,719.0,2926.0,470.0,1822.0,0.0,1484.25,1484.25,1484.25
khí_hậu nhiệt_đới,941.0,2898.0,764.0,2267.0,1128.0,1599.6,1356.455851725298,1599.6
tay_chân lạnh,1122.0,2259.0,1050.0,948.0,0.0,1344.75,1344.75,1344.75
mạch_máu tiền_đạo,719.0,2946.0,437.0,2283.0,1036.0,1484.2,1258.597008708857,1484.2
quần_áo chật,941.0,3314.0,742.0,2886.0,0.0,1970.75,1970.75,1970.75
đơn hàng,1832.0,145.0,1822.0,516.0,294.0,921.8,781.683548462353,921.8
xác nhân,719.0,1838.0,550.0,970.0,770.0,969.4,822.0482012143685,969.4
cử_động hữu_ý,719.0,3268.0,424.0,2662.0,0.0,1768.25,1768.25,1768.25
pha khác_biệt,1832.0,3001.0,1750.0,2531.0,0.0,2278.5,2278.5,2278.5
khối võng_mạc,2754.0,1278.0,2747.0,2208.0,1803.0,2158.0,1829.9773243455822,2158.0
bênh nhân,1891.0,2453.0,1859.0,1776.0,0.0,1994.75,1994.75,1994.75
hồng_cầu nhất,2927.0,512.0,2927.0,867.0,1759.0,1798.4,1525.0376367484223,1798.4
trung_gian hoá_học,2736.0,1305.0,2730.0,2149.0,1800.0,2144.0,1818.105367653813,2144.0
dây_thần_kinh bàng_quang,719.0,31.0,704.0,70.0,21.0,309.0,262.0310441254796,309.0
lợi_ích lâu_dài,3086.0,1863.0,3083.0,2742.0,2086.0,2572.0,2181.0480436593316,2572.0
cảm_giác ngoại_vi,1433.0,23.0,1425.0,62.0,14.0,591.4,501.50537053659747,591.4
dưỡng_chất thiết_yếu,1265.0,1966.0,1220.0,675.0,0.0,1281.5,1281.5,1281.5
âm_hộ hiện,387.0,3011.0,66.0,1878.0,0.0,1335.5,1335.5,1335.5
ống_nghiệm nhựa,387.0,1781.0,135.0,1201.0,627.0,826.2,700.6150441956997,826.2
quang lồng_ngực,1952.0,1819.0,1914.0,1901.0,1441.0,1805.4,1530.973615094307,1805.4
nhĩ thất,3341.0,2320.0,3341.0,3239.0,2292.0,2906.6,2464.7878085926177,2906.6
xe buồng_trứng,387.0,237.0,290.0,331.0,144.0,277.8,235.57354064096515,277.8
thuật_ngữ y_học,1122.0,2341.0,1008.0,1637.0,1089.0,1439.4,1220.6067472951952,1439.4
ánh nắng,3380.0,2407.0,3380.0,3361.0,0.0,3132.0,3132.0,3132.0
thủ_thuật chỉnh_hình,387.0,612.0,190.0,765.0,296.0,450.0,381.5986079497275,450.0
vật bẩn,2475.0,2410.0,2452.0,2686.0,1794.0,2363.4,2004.155888951969,2363.4
bộ dây,3373.0,2213.0,3373.0,3249.0,2306.0,2902.8,2461.5654203477093,2902.8
mô_hình súc_vật,2724.0,3268.0,2709.0,3453.0,0.0,3038.5,3038.5,3038.5
kiểu mông,1265.0,369.0,1233.0,491.0,420.0,755.6,640.7464625929204,755.6
gạo sán,719.0,2639.0,513.0,1217.0,0.0,1272.0,1272.0,1272.0
nội_tiết_tố nữ,2121.0,1933.0,2082.0,2258.0,1547.0,1988.2,1685.9874496125517,1988.2
ho nhất_thời,3242.0,2363.0,3240.0,3137.0,2243.0,2845.0,2412.551199148833,2845.0
chè đặc,387.0,1692.0,168.0,901.0,611.0,751.8,637.5240743480115,751.8
thế_hệ mới,3365.0,1913.0,3365.0,3107.0,2291.0,2808.2,2381.3449129876108,2808.2
máy khử,2778.0,1705.0,2771.0,2444.0,1886.0,2316.8,1964.6392331065085,2316.8
nọc ong,1658.0,3136.0,1543.0,2851.0,1563.0,2150.2,1823.3629484744536,2150.2
khoang gian,1952.0,2185.0,1908.0,2137.0,1499.0,1936.2,1641.8916104716943,1936.2
mồ_hôi ban_đêm,2393.0,2596.0,2365.0,2475.0,1786.0,2323.0,1969.896813927149,2323.0
hướng thần,3005.0,2865.0,3001.0,3175.0,2127.0,2834.6,2403.7320313206615,2834.6
lao tản_mạn,387.0,2688.0,137.0,1179.0,0.0,1097.75,1097.75,1097.75
cơ_bắp cổ,1832.0,943.0,1820.0,635.0,1101.0,1266.2,1073.733683079878,1266.2
hình_ảnh đông_đặc,941.0,2803.0,783.0,1711.0,0.0,1559.5,1559.5,1559.5
ho_khan dai_dẳng,3247.0,2428.0,3246.0,3130.0,0.0,3012.75,3012.75,3012.75
phiến mã,1832.0,1479.0,1794.0,1426.0,1296.0,1565.4,1327.454357521119,1565.4
khối lồng,1122.0,2618.0,1015.0,1433.0,0.0,1547.0,1547.0,1547.0
hạnh_nhân tiểu_não,387.0,3222.0,42.0,2387.0,0.0,1509.5,1509.5,1509.5
vi_sinh_vật hoại_sinh,1433.0,3297.0,1278.0,2982.0,0.0,2247.5,2247.5,2247.5
lòng lợn,1433.0,439.0,1375.0,859.0,528.0,926.8,785.9235329951277,926.8
kính chì,3107.0,1843.0,3107.0,2735.0,2108.0,2580.0,2187.8320189117712,2580.0
tâm_lý trầm_trọng,2475.0,2113.0,2454.0,2334.0,1767.0,2228.6,1889.8459059483616,2228.6
ảo_giác hoang_tưởng,1658.0,3408.0,1536.0,3453.0,0.0,2513.75,2513.75,2513.75
thời_điểm thuận_lợi,1433.0,1436.0,1334.0,1500.0,1022.0,1345.0,1140.5558393164079,1345.0
dụng_cụ cố_định,3295.0,2654.0,3292.0,3293.0,0.0,3133.5,3133.5,3133.5
tay xanh,941.0,171.0,919.0,177.0,161.0,473.8,401.78093432573536,473.8
quả chuối,719.0,2517.0,531.0,1064.0,0.0,1207.75,1207.75,1207.75
tiếng máy,387.0,2744.0,69.0,1835.0,839.0,1174.8,996.2267658207553,1174.8
khối tim_mạch,1658.0,377.0,1627.0,825.0,592.0,1015.8,861.3952576785183,1015.8
muỗi vằn,1734.0,3404.0,1660.0,3453.0,0.0,2562.75,2562.75,2562.75
rủi_ro tiềm_năng,941.0,3009.0,769.0,2102.0,0.0,1705.25,1705.25,1705.25
trưởng khoa,2322.0,2629.0,2301.0,2250.0,0.0,2375.5,2375.5,2375.5
áp_lực tĩnh,1265.0,741.0,1256.0,134.0,703.0,819.8,695.187863993748,819.8
lá húng_quế,387.0,1560.0,257.0,448.0,606.0,651.6,552.5547843112055,651.6
tổn_thương cơ_quan,3050.0,1613.0,3048.0,2388.0,2059.0,2431.6,2061.9892779790166,2431.6
lao hạt,1952.0,508.0,1936.0,1103.0,933.0,1286.4,1090.863220592288,1286.4
thiết_bị điện_tim,719.0,1896.0,482.0,1634.0,768.0,1099.8,932.6269978291341,1099.8
ngôi mông,3166.0,2590.0,3162.0,3131.0,2201.0,2850.0,2416.791183681608,2850.0
túi chất_lỏng,941.0,755.0,871.0,658.0,512.0,747.4,633.7928879591697,747.4
củ nghệ,2121.0,2640.0,2079.0,2424.0,1653.0,2183.4,1851.516445772078,2183.4
quan_điểm vi_sinh,2121.0,3022.0,2072.0,2734.0,0.0,2487.25,2487.25,2487.25
tiểu_não cận,387.0,1568.0,358.0,110.0,0.0,605.75,605.75,605.75
kê toa,3155.0,3022.0,3154.0,3453.0,0.0,3196.0,3196.0,3196.0
tóc giòn,387.0,1818.0,114.0,1384.0,632.0,867.0,735.2133179831417,867.0
lưỡi đèn,1433.0,2061.0,1315.0,1887.0,1192.0,1577.6,1337.799919781089,1577.6
huy nhật,1891.0,3389.0,1835.0,3453.0,0.0,2642.0,2642.0,2642.0
đốt_sống nền,1734.0,1438.0,1691.0,1602.0,1228.0,1538.6,1304.7280404254461,1538.6
hạ_áp ban_đầu,3149.0,2359.0,3144.0,2991.0,2169.0,2762.4,2342.5066546673943,2762.4
giường từ_từ,2216.0,3165.0,2179.0,3108.0,1806.0,2494.8,2115.5826824732894,2494.8
bước cuối_cùng,3181.0,2498.0,3180.0,3092.0,2210.0,2832.2,2401.6968387449297,2832.2
tiềm_năng tác_động,387.0,3282.0,34.0,2589.0,0.0,1573.0,1573.0,1573.0
loạn_sắc xanh,1658.0,853.0,1646.0,496.0,962.0,1123.0,952.300526061209,1123.0
mạch_máu bề_mặt,1734.0,1943.0,1681.0,2074.0,1341.0,1754.6,1487.8953722413153,1754.6
lòng ruột_già,387.0,1491.0,147.0,1031.0,563.0,723.8,613.7801609644729,723.8
xu_hướng ổn_định,3288.0,1408.0,3288.0,2479.0,0.0,2615.75,2615.75,2615.75
gai rét,1734.0,2653.0,1685.0,1879.0,0.0,1987.75,1987.75,1987.75
củng mạc,3184.0,1081.0,3184.0,1784.0,0.0,2308.25,2308.25,2308.25
nam đợt,387.0,270.0,263.0,408.0,158.0,297.2,252.02468062813116,297.2
mẫu phẩm,2822.0,1768.0,2820.0,2535.0,1923.0,2373.6,2012.8054573988295,2373.6
sợi tơ,1952.0,2650.0,1910.0,2013.0,0.0,2131.25,2131.25,2131.25
nền cứng,387.0,174.0,342.0,148.0,108.0,231.8,196.56568293943744,231.8
vàng cam,719.0,1154.0,540.0,998.0,576.0,797.4,676.1927332869171,797.4
bài_tập thể_dục,2708.0,3236.0,2694.0,3337.0,0.0,2993.75,2993.75,2993.75
hậu_môn giả,719.0,700.0,701.0,84.0,439.0,528.6,448.25116480494665,528.6
cây kim,2724.0,1069.0,2722.0,1725.0,1756.0,1999.2,1695.3154155846562,1999.2
cá tuyến,1734.0,816.0,1697.0,1394.0,982.0,1324.6,1123.2567024226869,1324.6
phẫu_thuật tim_mạch,941.0,230.0,894.0,428.0,203.0,539.2,457.23993201442914,539.2
ngoại_trừ đau_đầu,2178.0,3103.0,2128.0,3018.0,1771.0,2439.6,2068.7732532314562,2439.6
cổ ngỗng,387.0,2400.0,189.0,773.0,0.0,937.25,937.25,937.25
cá tuyết,2351.0,2788.0,2328.0,2540.0,0.0,2501.75,2501.75,2501.75
kiểu đau_đầu,1891.0,1290.0,1873.0,949.0,1303.0,1461.2,1239.093079858093,1461.2
thông liên,1122.0,2195.0,1059.0,848.0,0.0,1306.0,1306.0,1306.0
vỉ nhôm,387.0,2892.0,53.0,2145.0,878.0,1271.0,1077.8040682313415,1271.0
hình cao_nguyên,719.0,750.0,607.0,533.0,437.0,609.2,516.5997154732756,609.2
trung_tính chu_kỳ,2294.0,2092.0,2271.0,2329.0,1657.0,2128.6,1805.0462152928667,2128.6
vết_thương phần_mềm,2121.0,2457.0,2084.0,2234.0,1638.0,2106.8,1786.5598827299689,2106.8
trụ hồng_cầu,1535.0,2010.0,1492.0,1233.0,1288.0,1511.6,1281.8321239484624,1511.6
thư vú,719.0,531.0,642.0,396.0,342.0,526.0,446.04637284790374,526.0
hoạt_động tâm_thần,2007.0,604.0,1987.0,1266.0,1038.0,1380.4,1170.5749298084531,1380.4
chuyên_khoa tâm_thần,2475.0,1458.0,2460.0,2159.0,1665.0,2043.4,1732.796878854385,2043.4
rau cải,1535.0,984.0,1506.0,881.0,942.0,1169.6,991.8171819066696,1169.6
lịch_trình thường_xuyên,2439.0,1549.0,2437.0,1299.0,1720.0,1888.8,1601.6965571009896,1888.8
lý_do căn_bản,1658.0,3070.0,1544.0,2807.0,1532.0,2122.2,1799.6190350909148,2122.2
cỏ phấn_hương,719.0,2985.0,458.0,1946.0,0.0,1527.0,1527.0,1527.0
trị_liệu đầu_tay,2178.0,2875.0,2133.0,2529.0,0.0,2428.75,2428.75,2428.75
khí lạnh,1658.0,96.0,1648.0,330.0,167.0,779.8,661.2679877315501,779.8
tóc lông,2587.0,1119.0,2577.0,1917.0,1668.0,1973.6,1673.6066947768495,1973.6
chân_tay lạnh,2216.0,2259.0,2195.0,1778.0,0.0,2112.0,2112.0,2112.0
cây trâm,2064.0,1346.0,2050.0,1039.0,1438.0,1587.4,1346.110289465328,1587.4
đái_đường tiềm_ẩn,1433.0,2526.0,1333.0,1530.0,0.0,1705.5,1705.5,1705.5
ổ phúc_mạc,1952.0,934.0,1932.0,1152.0,1197.0,1433.4,1215.5187658558655,1433.4
chuột_rút bàn_tay,1265.0,1214.0,1176.0,1570.0,863.0,1217.6,1032.521033421307,1217.6
tía_tô đất,2439.0,3324.0,2415.0,3453.0,0.0,2907.75,2907.75,2907.75
cảm_giác ốm,2260.0,927.0,2257.0,389.0,1458.0,1458.2,1236.5490891384281,1458.2
báo_cáo riêng_lẻ,2518.0,3055.0,2502.0,2999.0,0.0,2768.5,2768.5,2768.5
xung_quanh vết_thương,387.0,2562.0,67.0,1856.0,789.0,1132.2,960.1020976015145,1132.2
nhũ_tương mỡ,3078.0,2770.0,3076.0,3096.0,0.0,3005.0,3005.0,3005.0
lắng_đọng giác_mạc,2393.0,2770.0,2363.0,2530.0,0.0,2514.0,2514.0,2514.0
mật_độ mạch_máu,2121.0,619.0,2115.0,784.0,1161.0,1360.0,1153.2757929147322,1360.0
sức_mạnh cơ_bắp,387.0,2694.0,134.0,1203.0,0.0,1104.5,1104.5,1104.5
nướu răng,3362.0,1623.0,3361.0,2875.0,0.0,2805.25,2805.25,2805.25
điểm mốc,2064.0,2222.0,2036.0,1798.0,1596.0,1943.2,1647.827588817579,1943.2
ý_nghĩa nhân_đạo,2543.0,3083.0,2523.0,3052.0,0.0,2800.25,2800.25,2800.25
công_việc nguy_hiểm,1658.0,1638.0,1589.0,1505.0,1233.0,1524.6,1292.8560837336768,1524.6
mô sẹo,1952.0,790.0,1946.0,737.0,1123.0,1309.6,1110.5367488243626,1309.6
y_khoa chặt_chẽ,2800.0,3116.0,2793.0,3247.0,0.0,2989.0,2989.0,2989.0
cỏ thơm,2260.0,1649.0,2237.0,2143.0,1576.0,1973.0,1673.0978966329164,1973.0
ngưỡng động_kinh,2570.0,2589.0,2551.0,2614.0,1883.0,2441.4,2070.299647663255,2441.4
mục chuẩn,719.0,2336.0,577.0,811.0,0.0,1110.75,1110.75,1110.75
tác_động đáng_kể,719.0,338.0,617.0,506.0,239.0,483.8,410.26090339128484,483.8
liên_hiệp khoa_học,719.0,3055.0,449.0,2094.0,0.0,1579.25,1579.25,1579.25
cốc đầy,2933.0,2643.0,2929.0,2966.0,2072.0,2708.6,2296.8844210947377,2708.6
đáp_ứng đơn,2064.0,952.0,2038.0,1676.0,1279.0,1601.8,1358.321444919719,1601.8
tiền_liệt_tuyến cận,1122.0,1568.0,1103.0,282.0,0.0,1018.75,1018.75,1018.75
kĩ_thuật y_tế,2863.0,844.0,2863.0,688.0,0.0,1814.5,1814.5,1814.5
hồng_cầu lưỡi_liềm,1658.0,620.0,1658.0,60.0,883.0,975.8,827.4753814163203,975.8
giai_đoạn thứ,2007.0,48.0,2005.0,265.0,71.0,879.2,745.5588802431122,879.2
bèo sẫm,941.0,1864.0,896.0,410.0,0.0,1027.75,1027.75,1027.75
bệnh_lý cột_sống,941.0,381.0,889.0,499.0,305.0,603.0,511.3421346526349,603.0
cân dài_hạn,941.0,1267.0,839.0,1008.0,711.0,953.2,808.3106513281784,953.2
đơn đồng,941.0,108.0,907.0,270.0,96.0,464.4,393.8097634041188,464.4
năng tuyến,3198.0,1233.0,3198.0,2487.0,2133.0,2449.8,2077.4228216783167,2449.8
điện_cực điện_tim,1265.0,3288.0,1130.0,2911.0,0.0,2148.5,2148.5,2148.5
xoang hàm,3377.0,2011.0,3377.0,3206.0,2308.0,2855.8,2421.7095657396267,2855.8
biện_pháp y_tế,2121.0,50.0,2121.0,106.0,85.0,896.6,760.3140264171683,896.6
nắp bên,1832.0,473.0,1800.0,1083.0,794.0,1196.4,1014.5434990023424,1196.4
quanh mãn_kinh,2587.0,1029.0,2580.0,1717.0,1646.0,1911.8,1621.2004859517535,1911.8
thụ thể_nhân,1658.0,1062.0,1654.0,115.0,0.0,1122.25,1122.25,1122.25
tri mẫu,1122.0,3356.0,949.0,3095.0,0.0,2130.5,2130.5,2130.5
kích_thước khối,387.0,1295.0,121.0,1336.0,499.0,727.6,617.0025492093818,727.6
tháp muộn,2791.0,2129.0,2786.0,2484.0,1943.0,2426.6,2057.7492934462416,2426.6
lưng còng,1433.0,3297.0,1278.0,2982.0,0.0,2247.5,2247.5,2247.5
hạt cà_phê,941.0,30.0,926.0,102.0,22.0,404.2,342.7603496295108,404.2
thực_quản hẹp,941.0,1665.0,881.0,588.0,866.0,988.2,837.9905430576017,988.2
gạc mỏng,1433.0,693.0,1371.0,954.0,713.0,1032.8,875.8112050899524,1032.8
nội sọ,3444.0,685.0,3444.0,2944.0,2351.0,2573.6,2182.4048387098196,2573.6
chủ bẩm_sinh,1832.0,97.0,1824.0,417.0,197.0,873.4,740.6404981850934,873.4
diễn_biến từ_từ,387.0,3001.0,41.0,2417.0,920.0,1353.2,1147.5094139501584,1353.2
mủ ổ,1832.0,684.0,1812.0,930.0,965.0,1244.6,1055.4169498982908,1244.6
khoang nhện,2351.0,2774.0,2329.0,2513.0,0.0,2491.75,2491.75,2491.75
dự_đoán tốc_độ,2667.0,3234.0,2651.0,3314.0,0.0,2966.5,2966.5,2966.5
thể nguyên_sinh,1658.0,2299.0,1597.0,1352.0,0.0,1726.5,1726.5,1726.5
bài_tiết tích_cực,2840.0,2832.0,2834.0,2951.0,0.0,2864.25,2864.25,2864.25
kỹ_thuật y_tế,3348.0,688.0,3348.0,2025.0,2228.0,2327.4,1973.628000315991,2327.4
chất_béo trung_tính,3129.0,2705.0,3127.0,3145.0,2180.0,2857.2,2422.8967614088033,2857.2
ký_sinh_trùng sốt_rét,2650.0,3135.0,2636.0,3218.0,1999.0,2727.6,2312.9963623192816,2727.6
bệnh_lý rễ,1433.0,433.0,1389.0,721.0,515.0,898.2,761.6708214676562,898.2
bướu_giáp nhân_thể,1122.0,3276.0,956.0,2819.0,0.0,2043.25,2043.25,2043.25
câu sai,941.0,3333.0,738.0,2941.0,0.0,1988.25,1988.25,1988.25
sợi cơ_trơn,3075.0,2290.0,3072.0,2874.0,2113.0,2684.8,2276.70209471873,2684.8
ly cà_phê,387.0,235.0,355.0,125.0,146.0,249.6,211.66002787611555,249.6
hạch nền,2121.0,1156.0,2107.0,1241.0,1392.0,1603.4,1359.678239970207,1603.4
giai_đoạn cuối,3408.0,1057.0,3408.0,2879.0,2312.0,2612.8,2215.6463174467735,2612.8
van động,2216.0,2225.0,2187.0,2456.0,1628.0,2142.4,1816.748572603325,2142.4
túi nhôm,1658.0,1026.0,1617.0,1096.0,1019.0,1283.2,1088.1496304913119,1283.2
bột tinh_thể,3223.0,2059.0,3222.0,2988.0,2214.0,2741.2,2324.529120248429,2741.2
